,OD,Plein Tarif Loisir 2nde,1ère classe,dist
1464,DUNKERQUE-TGV HAUTE PICARDIE,29.0,43.0,
1465,DUNKERQUE-VALENCE,127.0,159.0,
1466,DUNKERQUE-VALENCE TGV,127.0,159.0,
1467,EPINAL-PARIS EST,85.0,123.0,
1468,EPINAL-REMIREMONT,7.5,11.0,
1469,ETAPLES LE TOUQUET-CALAIS FRETHUN,15.5,23.0,
1470,ETAPLES LE TOUQUET-LILLE EUROPE,38.0,54.0,
1471,ETAPLES LE TOUQUET-PARIS NORD,66.0,86.0,
1472,EVIAN LES BAINS-THONON LES BAINS,3.6,6.9,
1473,EVREUX EMBRANCHEMENT-AEROPORT CDG 2 TGV ROISSY,38.0,48.0,
1474,EVREUX EMBRANCHEMENT-AIME LA PLAGNE,125.0,165.0,
1475,EVREUX EMBRANCHEMENT-ALBERTVILLE,125.0,165.0,
1476,EVREUX EMBRANCHEMENT-BERNAY,13.2,26.0,
1477,EVREUX EMBRANCHEMENT-BOURG ST MAURICE,125.0,165.0,
1478,EVREUX EMBRANCHEMENT-LANDRY,125.0,165.0,
1479,EVREUX EMBRANCHEMENT-LISIEUX,18.5,26.5,
1480,EVREUX EMBRANCHEMENT-LISON,35.0,49.0,
1481,EVREUX EMBRANCHEMENT-MANTES LA J. TGV,20.5,24.5,
1482,EVREUX EMBRANCHEMENT-MANTES LA JOLIE,20.5,24.5,
1483,EVREUX EMBRANCHEMENT-MARNE LA VALLEE CHESSY,38.0,48.0,
1484,EVREUX EMBRANCHEMENT-MASSY PALAISEAU,17.0,25.0,
1485,EVREUX EMBRANCHEMENT-MONTBARD,75.0,96.0,
1486,EVREUX EMBRANCHEMENT-MOUTIERS SALINS BRIDES,125.0,165.0,
1487,FACTURE BIGANOS - FUTUROSCOPE,51.0,74.0,
1488,FACTURE BIGANOS - PARIS MONTPARNASSE 1 ET 2,118.0,173.0,
1489,FACTURE BIGANOS - POITIERS,51.0,74.0,
1490,FACTURE BIGANOS - ST PIERRE DES CORPS,69.0,98.0,
1491,FACTURE BIGANOS-ARCACHON,5.8,9.2,
1492,FACTURE BIGANOS-BAYONNE,31.0,44.0,
1493,FACTURE BIGANOS-CHATELLERAULT,51.0,75.0,
1494,FACTURE BIGANOS-FUTUROSCOPE,47.0,68.0,
1495,FACTURE BIGANOS-LA TESTE,5.1,8.4,
1496,FACTURE BIGANOS-LIBOURNE,17.5,25.0,
1497,FACTURE BIGANOS-LOURDES,40.0,57.0,
1498,FACTURE BIGANOS-MORCENX,18.0,37.0,
1499,FACTURE BIGANOS-PARIS MONTPARNASSE 1 ET 2,102.0,134.0,
1500,FACTURE BIGANOS-POITIERS,47.0,68.0,
1501,FACTURE BIGANOS-ST JEAN DE LUZ CIBOURE,34.0,48.0,
1502,FACTURE BIGANOS-ST PIERRE DES CORPS,60.0,85.0,
1503,FACTURE BIGANOS-TARBES,42.0,62.0,
1504,FONTAINEBLEAU AVON-AIX EN PROVENCE TGV,105.0,148.0,
1505,FONTAINEBLEAU AVON-AVIGNON TGV,103.0,142.0,
1506,FONTAINEBLEAU AVON-LAROCHE MIGENNES,23.0,35.0,
1507,FONTAINEBLEAU AVON-LE CREUSOT MONTCEAU MONTCHANIN,67.0,84.0,
1508,FONTAINEBLEAU AVON-LYON PART DIEU,81.0,110.0,
1509,FONTAINEBLEAU AVON-LYON ST EXUPERY,81.0,110.0,
1510,FONTAINEBLEAU AVON-MARSEILLE ST CHARLES,105.0,148.0,
1511,FONTAINEBLEAU AVON-SENS,14.8,22.0,
1512,FONTAINEBLEAU AVON-VALENCE TGV,93.0,133.0,
1513,FORBACH-LORRAINE TGV,17.5,30.0,
1514,FORBACH-PARIS EST,74.0,124.0,
1515,FRASNE-MONTBARD,23.5,31.0,
1516,FRASNE-MOUCHARD,10.8,16.5,
1517,FRASNE-PARIS GARE DE LYON,82.0,109.0,
1518,FRASNE-PONTARLIER,4.9,8.2,
1519,FUTUROSCOPE - ARCACHON,51.0,76.0,
1520,FUTUROSCOPE - ST PIERRE DES CORPS,20.5,29.5,
1521,FUTUROSCOPE-ARCACHON,49.0,73.0,
1522,FUTUROSCOPE-BAYONNE,66.0,95.0,
1523,FUTUROSCOPE-CHATELLERAULT,6.7,10.5,
1524,FUTUROSCOPE-DOUAI,109.0,143.0,
1525,FUTUROSCOPE-LIBOURNE,39.0,55.0,
1526,FUTUROSCOPE-MARMANDE,58.0,84.0,
1527,FUTUROSCOPE-MONTAUBAN VILLE BOURBON,67.0,97.0,
1528,FUTUROSCOPE-ST JEAN DE LUZ CIBOURE,69.0,100.0,
1529,FUTUROSCOPE-ST PIERRE DES CORPS,20.0,28.5,
1530,FUTUROSCOPE-TARBES,73.0,105.0,
1531,FUTUROSCOPE-TGV HAUTE PICARDIE,102.0,129.0,
1532,FUTUROSCOPE-TOULOUSE MATABIAU,73.0,105.0,
1533,GENEVE-AVIGNON,66.0,97.0,
1534,GENEVE-ST PERAY,49.0,75.0,
1535,GENEVE-VALENCE,49.0,75.0,
1536,GENEVE-VILLENEUVE LES AVIGNONS,66.0,97.0,
1537,GRENOBLE-AEROPORT CDG 2 TGV ROISSY,108.0,145.0,
1538,GRENOBLE-AIX LES BAINS LE REVARD,17.5,25.0,
1539,GRENOBLE-ANNECY,24.5,37.0,
1540,GRENOBLE-ARRAS,127.0,167.0,
1541,GRENOBLE-DOUAI,127.0,167.0,
1542,GRENOBLE-LA BAULE ESCOUBLAC,125.0,165.0,
1543,GRENOBLE-LE CREUSOT MONTCEAU MONTCHANIN,51.0,77.0,
1544,GRENOBLE-LILLE EUROPE,127.0,167.0,
1545,GRENOBLE-LYON PART DIEU,26.0,38.0,
1546,GRENOBLE-LYON PERRACHE,26.0,38.0,
1547,GRENOBLE-LYON ST EXUPERY,27.5,48.0,
1548,GRENOBLE-MACON LOCHE TGV,36.0,51.0,
1549,GRENOBLE-MACON VILLE,36.0,51.0,
1550,GRENOBLE-MARNE LA VALLEE CHESSY,108.0,145.0,
1551,GRENOBLE-MARSEILLE ST CHARLES,65.0,86.0,
1552,GRENOBLE-MASSY PALAISEAU,108.0,145.0,
1553,GRENOBLE-NANTES,125.0,165.0,
1554,GRENOBLE-PARIS GARE DE LYON,108.0,145.0,
1555,GRENOBLE-PARIS NORD,108.0,145.0,
1556,GRENOBLE-RENNES,127.0,167.0,
1557,GRENOBLE-ST NAZAIRE,125.0,165.0,
1558,GRENOBLE-ST PIERRE DES CORPS,112.0,157.0,
1559,GRENOBLE-TGV HAUTE PICARDIE,119.0,156.0,
1560,GRENOBLE-VALENCE TGV,24.5,33.0,
1561,GRENOBLE-VERSAILLES CHANTIERS,108.0,145.0,
1562,GROISY THORENS LA CAILLE-AIX LES BAINS LE REVARD,13.2,19.0,
1563,GROISY THORENS LA CAILLE-ANNECY,5.3,8.4,
1564,GROISY THORENS LA CAILLE-BONNEVILLE,9.3,13.7,
1565,GROISY THORENS LA CAILLE-BOURG EN BRESSE,31.0,44.0,
1566,GROISY THORENS LA CAILLE-CLUSES  74,11.9,17.5,
1567,GROISY THORENS LA CAILLE-LA ROCHE SUR FORON,7.3,10.7,
1568,GROISY THORENS LA CAILLE-SALLANCHES COMBLOUX MEGEVE,15.5,22.0,
1569,GROISY THORENS LA CAILLE-ST GERVAIS LES BAINS LE FAYET,16.5,23.5,
1570,GUINGAMP - AEROPORT CDG2 TGV ROISSY,98.0,137.0,
1571,GUINGAMP - MARNE LA VALLEE CHESSY,98.0,137.0,
1572,GUINGAMP - PARIS MONTPARNASSE 1 ET 2,98.0,137.0,
1573,GUINGAMP-AEROPORT CDG 2 TGV ROISSY,88.0,123.0,
1574,GUINGAMP-AIME LA PLAGNE,137.0,179.0,
1575,GUINGAMP-AIX LES BAINS LE REVARD,137.0,179.0,
1576,GUINGAMP-ALBERTVILLE,137.0,179.0,
1577,GUINGAMP-ANNECY,137.0,179.0,
1578,GUINGAMP-ANNEMASSE,137.0,179.0,
1579,GUINGAMP-ARRAS,119.0,153.0,
1580,GUINGAMP-BOURG ST MAURICE,137.0,179.0,
1581,GUINGAMP-CLUSES  74,137.0,179.0,
1582,GUINGAMP-DOUAI,119.0,153.0,
1583,GUINGAMP-LA ROCHE SUR FORON,137.0,179.0,
1584,GUINGAMP-LAMBALLE,12.6,18.5,
1585,GUINGAMP-LANDERNEAU,21.0,30.0,
1586,GUINGAMP-LANDRY,137.0,179.0,
1587,GUINGAMP-LANNION,11.0,16.0,
1588,GUINGAMP-LE CREUSOT MONTCEAU MONTCHANIN,116.0,150.0,
1589,GUINGAMP-LILLE EUROPE,119.0,153.0,
1590,GUINGAMP-LYON PART DIEU,122.0,156.0,
1591,GUINGAMP-LYON PERRACHE,122.0,156.0,
1592,GUINGAMP-MARNE LA VALLEE CHESSY,88.0,123.0,
1593,GUINGAMP-MORLAIX,13.5,19.5,
1594,GUINGAMP-MOUTIERS SALINS BRIDES,137.0,179.0,
1595,GUINGAMP-NANTES,46.0,67.0,
1596,GUINGAMP-PARIS MONTPARNASSE 1 ET 2,88.0,123.0,
1597,GUINGAMP-PLOUARET TREGOR,7.9,11.5,
1598,GUINGAMP-RENNES,26.0,39.0,
1599,GUINGAMP-SALLANCHES COMBLOUX MEGEVE,137.0,179.0,
1600,GUINGAMP-ST AVRE LA CHAMBRE,137.0,179.0,
1601,GUINGAMP-ST BRIEUC,9.1,13.5,
1602,GUINGAMP-ST GERVAIS LES BAINS LE FAYET,137.0,179.0,
1603,GUINGAMP-ST JEAN DE MAURIENNE ARVAN,137.0,179.0,
1604,GUINGAMP-ST MICHEL VALLOIRE,137.0,179.0,
1605,GUINGAMP-TGV HAUTE PICARDIE,120.0,158.0,
1606,GUINGAMP-VITRE,32.0,46.0,
1607,HAZEBROUCK-ARRAS,16.0,23.0,
1608,HAZEBROUCK-BETHUNE,9.6,14.3,
1609,HAZEBROUCK-LENS,12.6,18.5,
1610,HAZEBROUCK-LILLE EUROPE,13.2,26.0,
1611,HAZEBROUCK-PARIS NORD,60.0,74.0,
1612,HAZEBROUCK-ST OMER,6.5,10.0,
1613,HENDAYE - MASSY TGV,123.0,173.0,
1614,HENDAYE - PARIS MONTPARNASSE 1 ET 2,123.0,173.0,
1615,HENDAYE - RUFFEC CHARENTE,57.0,85.0,
1616,HENDAYE - ST PIERRE DES CORPS,80.0,114.0,
1617,HENDAYE-AEROPORT CDG 2 TGV ROISSY,112.0,147.0,
1618,HENDAYE-ANGOULEME,57.0,82.0,
1619,HENDAYE-ARRAS,144.0,174.0,
1620,HENDAYE-BAYONNE,10.0,14.6,
1621,HENDAYE-BIARRITZ,8.0,11.9,
1622,HENDAYE-BORDEAUX ST JEAN,40.0,58.0,
1623,HENDAYE-CHATELLERAULT,73.0,105.0,
1624,HENDAYE-DOUAI,144.0,174.0,
1625,HENDAYE-FACTURE BIGANOS,36.0,50.0,
1626,HENDAYE-FUTUROSCOPE,70.0,102.0,
1627,HENDAYE-LIBOURNE,45.0,65.0,
1628,HENDAYE-LILLE EUROPE,144.0,174.0,
1629,HENDAYE-MARNE LA VALLEE CHESSY,112.0,147.0,
1630,HENDAYE-MASSY TGV,112.0,147.0,
1631,HENDAYE-MORCENX,19.0,27.0,
1632,HENDAYE-PARIS AUSTERLITZ,112.0,147.0,
1633,HENDAYE-PARIS MONTPARNASSE 1 ET 2,112.0,147.0,
1634,HENDAYE-POITIERS,69.0,101.0,
1635,HENDAYE-RUFFEC CHARENTE,55.0,82.0,
1636,HENDAYE-ST JEAN DE LUZ CIBOURE,4.3,8.0,
1637,HENDAYE-ST PIERRE DES CORPS,79.0,113.0,
1638,HENDAYE-TGV HAUTE PICARDIE,144.0,174.0,
1639,HYERES-MONTELIMAR,47.0,68.0,
1640,IRUN - MASSY TGV,123.0,173.0,
1641,IRUN - PARIS MONTPARNASSE 1 ET 2,123.0,173.0,
1642,IRUN - ST PIERRE DES CORPS,80.0,114.0,
1643,IRUN-AEROPORT CDG 2 TGV ROISSY,112.0,147.0,
1644,IRUN-ANGOULEME,57.0,82.0,
1645,IRUN-ARRAS,144.0,174.0,
1646,IRUN-BAYONNE,10.6,15.0,
1647,IRUN-BIARRITZ,8.3,12.6,
1648,IRUN-BORDEAUX ST JEAN,41.0,60.0,
1649,IRUN-DAX,19.5,27.5,
1650,IRUN-DOUAI,144.0,174.0,
1651,IRUN-FUTUROSCOPE,70.0,102.0,
1652,IRUN-LIBOURNE,45.0,66.0,
1653,IRUN-LILLE EUROPE,144.0,174.0,
1654,IRUN-LILLE FLANDRES,144.0,174.0,
1655,IRUN-MARNE LA VALLEE CHESSY,112.0,147.0,
1656,IRUN-MASSY TGV,112.0,147.0,
1657,IRUN-PARIS MONTPARNASSE 1 ET 2,112.0,147.0,
1658,IRUN-POITIERS,69.0,101.0,
1659,IRUN-ST JEAN DE LUZ CIBOURE,4.8,8.3,
1660,IRUN-ST PIERRE DES CORPS,79.0,113.0,
1661,IRUN-TGV HAUTE PICARDIE,144.0,174.0,
1662,JUVISY TGV-AEROPORT CDG 2 TGV ROISSY,35.0,47.0,
1663,JUVISY TGV-LA SOUTERRAINE,52.0,80.0,
1664,JUVISY TGV-LES AUBRAIS ORLEANS,24.0,37.0,
1665,JUVISY TGV-LILLE EUROPE,63.0,82.0,
1666,JUVISY TGV-MARNE LA VALLEE CHESSY,35.0,47.0,
1667,JUVISY TGV-VIERZON VILLE,35.0,51.0,
1668,JUVISY-AEROPORT CDG 2 TGV ROISSY,35.0,47.0,
1669,JUVISY-LA SOUTERRAINE,52.0,80.0,
1670,JUVISY-LES AUBRAIS ORLEANS,24.0,37.0,
1671,JUVISY-LILLE EUROPE,63.0,82.0,
1672,JUVISY-MARNE LA VALLEE CHESSY,35.0,47.0,
1673,JUVISY-VIERZON VILLE,35.0,51.0,
1674,LA BAULE ESCOUBLAC - AEROPORT CDG2 TGV ROISSY,88.0,128.0,
1675,LA BAULE ESCOUBLAC - MARNE LA VALLEE CHESSY,88.0,128.0,
1676,LA BAULE ESCOUBLAC - PARIS MONTPARNASSE 1 ET 2,88.0,128.0,
1677,LA BAULE ESCOUBLAC-AEROPORT CDG 2 TGV ROISSY,87.0,126.0,
1678,LA BAULE ESCOUBLAC-LE CREUSOT MONTCEAU MONTCHANIN,107.0,140.0,
1679,LA BAULE ESCOUBLAC-LILLE EUROPE,108.0,140.0,
1680,LA BAULE ESCOUBLAC-LYON PART DIEU,113.0,150.0,
1681,LA BAULE ESCOUBLAC-LYON PERRACHE,113.0,150.0,
1682,LA BAULE ESCOUBLAC-MARNE LA VALLEE CHESSY,87.0,126.0,
1683,LA BAULE ESCOUBLAC-NANTES,18.5,26.5,
1684,LA BAULE ESCOUBLAC-PARIS MONTPARNASSE 1 ET 2,87.0,126.0,
1685,LA BAULE ESCOUBLAC-SABLE,38.0,54.0,
1686,LA BAULE ESCOUBLAC-ST NAZAIRE,6.0,9.2,
1687,LA BAULE ESCOUBLAC-ST PIERRE DES CORPS,45.0,66.0,
1688,LA BAULE ESCOUBLAC-TGV HAUTE PICARDIE,98.0,124.0,
1689,LA ROCHE SUR FORON-AEROPORT CDG 2 TGV ROISSY,109.0,150.0,
1690,LA ROCHE SUR FORON-AIX LES BAINS LE REVARD,18.0,25.0,
1691,LA ROCHE SUR FORON-ANNECY,10.6,15.5,
1692,LA ROCHE SUR FORON-ANNEMASSE,5.7,9.0,
1693,LA ROCHE SUR FORON-ARRAS,127.0,167.0,
1694,LA ROCHE SUR FORON-AURAY,137.0,179.0,
1695,LA ROCHE SUR FORON-BELLEGARDE,14.2,20.5,
1696,LA ROCHE SUR FORON-BOURG EN BRESSE,32.0,46.0,
1697,LA ROCHE SUR FORON-DOUAI,127.0,167.0,
1698,LA ROCHE SUR FORON-LORIENT,137.0,179.0,
1699,LA ROCHE SUR FORON-MARNE LA VALLEE CHESSY,109.0,150.0,
1700,LA ROCHE SUR FORON-MORLAIX,147.0,190.0,
1701,LA ROCHE SUR FORON-NANTES,127.0,167.0,
1702,LA ROCHE SUR FORON-PARIS GARE DE LYON,109.0,150.0,
1703,LA ROCHE SUR FORON-PARIS NORD,109.0,150.0,
1704,LA ROCHE SUR FORON-QUIMPER,147.0,190.0,
1705,LA ROCHE SUR FORON-REDON,137.0,179.0,
1706,LA ROCHE SUR FORON-RENNES,132.0,170.0,
1707,LA ROCHE SUR FORON-SALLANCHES COMBLOUX MEGEVE,10.8,16.0,
1708,LA ROCHE SUR FORON-ST BRIEUC,137.0,179.0,
1709,LA ROCHE SUR FORON-ST GERVAIS LES BAINS LE FAYET,11.9,17.5,
1710,LA ROCHE SUR FORON-TGV HAUTE PICARDIE,119.0,156.0,
1711,LA ROCHE SUR FORON-VANNES,137.0,179.0,
1712,LA ROCHELLE VILLE - PARIS MONTPARNASSE 1 ET 2,94.0,130.0,
1713,LA ROCHELLE VILLE-AEROPORT CDG 2 TGV ROISSY,89.0,123.0,
1714,LA ROCHELLE VILLE-ARRAS,122.0,155.0,
1715,LA ROCHELLE VILLE-CHATELLERAULT,34.0,48.0,
1716,LA ROCHELLE VILLE-DOUAI,122.0,155.0,
1717,LA ROCHELLE VILLE-FUTUROSCOPE,30.0,44.0,
1718,LA ROCHELLE VILLE-MARNE LA VALLEE CHESSY,89.0,123.0,
1719,LA ROCHELLE VILLE-NIORT,14.8,22.0,
1720,LA ROCHELLE VILLE-PARIS MONTPARNASSE 1 ET 2,89.0,123.0,
1721,LA ROCHELLE VILLE-POITIERS,28.5,42.0,
1722,LA ROCHELLE VILLE-ST PIERRE DES CORPS,42.0,61.0,
1723,LA ROCHELLE VILLE-TGV HAUTE PICARDIE,112.0,145.0,
1724,LA SOUTERRAINE-AEROPORT CDG 2 TGV ROISSY,80.0,101.0,
1725,LA SOUTERRAINE-MARNE LA VALLEE CHESSY,80.0,101.0,
1726,LA SOUTERRAINE-VIERZON VILLE,27.0,41.0,
1727,LA TESTE - FUTUROSCOPE,51.0,76.0,
1728,LA TESTE - PARIS MONTPARNASSE 1 ET 2,118.0,173.0,
1729,LA TESTE - POITIERS,51.0,76.0,
1730,LA TESTE - ST PIERRE DES CORPS,69.0,99.0,
1731,LA TESTE-ARCACHON,1.6,3.8,
1732,LA TESTE-FUTUROSCOPE,49.0,73.0,
1733,LA TESTE-LIBOURNE,20.5,30.0,
1734,LA TESTE-PARIS MONTPARNASSE 1 ET 2,102.0,134.0,
1735,LA TESTE-POITIERS,49.0,73.0,
1736,LA TESTE-ST PIERRE DES CORPS,61.0,87.0,
1737,LAMBALLE - PARIS MONTPARNASSE 1 ET 2,94.0,136.0,
1738,LAMBALLE-AEROPORT CDG 2 TGV ROISSY,84.0,122.0,
1739,LAMBALLE-ARRAS,119.0,153.0,
1740,LAMBALLE-DOUAI,119.0,153.0,
1741,LAMBALLE-LANDERNEAU,30.0,43.0,
1742,LAMBALLE-LILLE EUROPE,119.0,153.0,
1743,LAMBALLE-MARNE LA VALLEE CHESSY,84.0,122.0,
1744,LAMBALLE-MORLAIX,22.5,34.0,
1745,LAMBALLE-PARIS MONTPARNASSE 1 ET 2,84.0,122.0,
1746,LAMBALLE-PLOUARET TREGOR,18.0,25.0,
1747,LAMBALLE-RENNES,17.5,24.0,
1748,LAMBALLE-ST BRIEUC,6.6,10.0,
1749,LAMBALLE-TGV HAUTE PICARDIE,120.0,158.0,
1750,LAMBALLE-VITRE,24.0,36.0,
1751,LANDERNEAU-VITRE,44.0,65.0,
1752,LANDRY-AEROPORT CDG 2 TGV ROISSY,118.0,161.0,
1753,LANDRY-AIME LA PLAGNE,3.9,6.9,
1754,LANDRY-AIX LES BAINS LE REVARD,30.0,43.0,
1755,LANDRY-ALBERTVILLE,16.5,23.0,
1756,LANDRY-ARRAS,127.0,167.0,
1757,LANDRY-AURAY,137.0,179.0,
1758,LANDRY-BELFORT-MONTBELIARD TGV,92.0,115.0,
1759,LANDRY-BERNAY,125.0,165.0,
1760,LANDRY-BESANCON FRANCHE-COMTE TGV,78.0,97.0,
1761,LANDRY-BOURG EN BRESSE,28.5,38.0,
1762,LANDRY-BOURG ST MAURICE,3.2,6.3,
1763,LANDRY-DOUAI,127.0,167.0,
1764,LANDRY-ECOLE VALENTIN,78.0,97.0,
1765,LANDRY-LANDRY-LAVAL,120.0,162.0,
1766,LANDRY-LILLE EUROPE,127.0,167.0,
1767,LANDRY-LISIEUX,125.0,165.0,
1768,LANDRY-LISON,125.0,165.0,
1769,LANDRY-LORIENT,137.0,179.0,
1770,LANDRY-LYON PART DIEU,45.0,66.0,
1771,LANDRY-LYON ST EXUPERY,45.0,66.0,
1772,LANDRY-MACON LOCHE TGV,46.0,67.0,
1773,LANDRY-MARNE LA VALLEE CHESSY,118.0,161.0,
1774,LANDRY-MASSY PALAISEAU,118.0,161.0,
1775,LANDRY-MORLAIX,147.0,190.0,
1776,LANDRY-MOUTIERS SALINS BRIDES,9.2,13.7,
1777,LANDRY-NANTES,127.0,167.0,
1778,LANDRY-PARIS GARE DE LYON,118.0,161.0,
1779,LANDRY-PARIS NORD,118.0,161.0,
1780,LANDRY-QUIMPER,147.0,190.0,
1781,LANDRY-REDON,137.0,179.0,
1782,LANDRY-RENNES,132.0,170.0,
1783,LANDRY-ROUEN RIVE DROITE,121.0,160.0,
1784,LANDRY-ST BRIEUC,137.0,179.0,
1785,LANDRY-TGV HAUTE PICARDIE,119.0,156.0,
1786,LANDRY-VANNES,137.0,179.0,
1787,LANNION - PARIS MONTPARNASSE 1 ET 2,99.0,138.0,
1788,LANNION-LAMBALLE,20.5,30.0,
1789,LANNION-PARIS MONTPARNASSE 1 ET 2,91.0,127.0,
1790,LANNION-PLOUARET TREGOR,5.3,8.5,
1791,LANNION-RENNES,33.0,47.0,
1792,LANNION-ST BRIEUC,16.0,23.0,
1793,LAROCHE MIGENNES-LE CREUSOT MONTCEAU MONTCHANIN,46.0,60.0,
1794,LAROCHE MIGENNES-LYON PART DIEU,73.0,97.0,
1795,LAROCHE MIGENNES-LYON PERRACHE,73.0,97.0,
1796,LAROCHE MIGENNES-LYON ST EXUPERY,73.0,97.0,
1797,LAROCHE MIGENNES-MARSEILLE ST CHARLES,95.0,137.0,
1798,LAROCHE MIGENNES-MELUN,23.0,35.0,
1799,LAROCHE MIGENNES-SENS,11.0,16.5,
1800,LAROCHE MIGENNES-VALENCE TGV,83.0,116.0,
1801,LAVAL - AEROPORT CDG2 TGV ROISSY,78.0,112.0,
1802,LAVAL - AURAY,39.0,55.0,
1803,LAVAL - BREST,54.0,79.0,
1804,LAVAL - DOL DE BRETAGNE,28.5,42.0,
1805,LAVAL - GUINGAMP,39.0,55.0,
1806,LAVAL - LAMBALLE,33.0,47.0,
1807,LAVAL - LE MANS,22.5,32.0,
1808,LAVAL - LILLE EUROPE,102.0,131.0,
1809,LAVAL - LILLE FLANDRES,102.0,131.0,
1810,LAVAL - LORIENT,44.0,65.0,
1811,LAVAL - LYON PART DIEU,99.0,140.0,
1812,LAVAL - LYON PERRACHE,99.0,140.0,
1813,LAVAL - MARNE LA VALLEE CHESSY,78.0,112.0,
1814,LAVAL - MASSY TGV,78.0,112.0,
1815,LAVAL - MORLAIX,46.0,67.0,
1816,LAVAL - PARIS MONTPARNASSE 1 ET 2,78.0,112.0,
1817,LAVAL - PLOUARET TREGOR,42.0,60.0,
1818,LAVAL - QUIMPER,52.0,76.0,
1819,LAVAL - QUIMPERLE,47.0,69.0,
1820,LAVAL - REDON,30.0,44.0,
1821,LAVAL - RENNES,18.5,26.5,
1822,LAVAL - ST BRIEUC,36.0,51.0,
1823,LAVAL - ST MALO,34.0,48.0,
1824,LAVAL - TGV HAUTE PICARDIE,88.0,112.0,
1825,LAVAL - VANNES,38.0,54.0,
1826,LAVAL-AEROPORT CDG 2 TGV ROISSY,72.0,104.0,
1827,LAVAL-AIME LA PLAGNE-LAVAL,120.0,162.0,
1828,LAVAL-AIX EN PROVENCE TGV,133.0,173.0,
1829,LAVAL-ANNEMASSE,120.0,162.0,
1830,LAVAL-ARRAS,97.0,124.0,
1831,LAVAL-AURAY,38.0,54.0,
1832,LAVAL-AVIGNON,133.0,173.0,
1833,LAVAL-AVIGNON TGV,133.0,173.0,
1834,LAVAL-BREST,51.0,75.0,
1835,LAVAL-CHAMPAGNE ARDENNE,92.0,122.0,
1836,LAVAL-DOL,26.5,39.0,
1837,LAVAL-DOUAI,97.0,124.0,
1838,LAVAL-GRENOBLE,114.0,158.0,
1839,LAVAL-GUINGAMP,37.0,52.0,
1840,LAVAL-LAMBALLE,30.0,43.0,
1841,LAVAL-LANDERNEAU,49.0,73.0,
1842,LAVAL-LANNION,42.0,61.0,
1843,LAVAL-LE CREUSOT MONTCEAU MONTCHANIN,100.0,140.0,
1844,LAVAL-LE MANS,20.0,28.5,
1845,LAVAL-LILLE EUROPE,97.0,124.0,
1846,LAVAL-LILLE FLANDRES,97.0,124.0,
1847,LAVAL-LORIENT,42.0,62.0,
1848,LAVAL-LORRAINE TGV,112.0,148.0,
1849,LAVAL-LYON PART DIEU,96.0,135.0,
1850,LAVAL-LYON PERRACHE,96.0,135.0,
1851,LAVAL-LYON ST EXUPERY,96.0,135.0,
1852,LAVAL-MARNE LA VALLEE CHESSY,72.0,104.0,
1853,LAVAL-MARSEILLE ST CHARLES,133.0,173.0,
1854,LAVAL-MASSY PALAISEAU,72.0,104.0,
1855,LAVAL-MASSY TGV,72.0,104.0,
1856,LAVAL-MODANE,127.0,166.0,
1857,LAVAL-MORLAIX,44.0,64.0,
1858,LAVAL-NANCY VILLE,112.0,148.0,
1859,LAVAL-PARIS MONTPARNASSE 1 ET 2,72.0,104.0,
1860,LAVAL-PLOUARET TREGOR,40.0,57.0,
1861,LAVAL-QUIMPER,51.0,75.0,
1862,LAVAL-QUIMPERLE,45.0,66.0,
1863,LAVAL-REDON,28.5,42.0,
1864,LAVAL-RENNES,16.0,23.0,
1865,LAVAL-ROSPORDEN,48.0,70.0,
1866,LAVAL-ST AVRE LA CHAMBRE,127.0,166.0,
1867,LAVAL-ST BRIEUC,33.0,47.0,
1868,LAVAL-ST JEAN DE MAURIENNE ARVAN,127.0,166.0,
1869,LAVAL-ST MALO,31.0,44.0,
1870,LAVAL-ST MICHEL VALLOIRE,127.0,166.0,
1871,LAVAL-TGV HAUTE PICARDIE,88.0,111.0,
1872,LAVAL-VALENCE,116.0,151.0,
1873,LAVAL-VALENCE TGV,116.0,151.0,
1874,LAVAL-VANNES,36.0,51.0,
1875,LAVAL-VITRE,10.0,14.6,
1876,LE CREUSOT MONTCEAU MONTCHANIN-DOUAI,111.0,142.0,
1877,LE CREUSOT MONTCEAU MONTCHANIN-MONTELIMAR,49.0,74.0,
1878,LE CREUSOT MONTCEAU MONTCHANIN-SENS,53.0,69.0,
1879,LE CREUSOT MONTCEAU MONTCHANIN-ST PIERRE DES CORPS,89.0,124.0,
1880,LE CROISIC - AEROPORT CDG2 TGV ROISSY,88.0,128.0,
1881,LE CROISIC - MARNE LA VALLEE CHESSY,88.0,128.0,
1882,LE CROISIC - PARIS MONTPARNASSE 1 ET 2,88.0,128.0,
1883,LE CROISIC-AEROPORT CDG 2 TGV ROISSY,87.0,126.0,
1884,LE CROISIC-GRENOBLE,125.0,165.0,
1885,LE CROISIC-LA BAULE ESCOUBLAC,3.6,6.6,
1886,LE CROISIC-LE CREUSOT MONTCEAU MONTCHANIN,107.0,140.0,
1887,LE CROISIC-LILLE EUROPE,108.0,140.0,
1888,LE CROISIC-LYON PART DIEU,113.0,150.0,
1889,LE CROISIC-LYON PERRACHE,113.0,150.0,
1890,LE CROISIC-LYON ST EXUPERY,113.0,150.0,
1891,LE CROISIC-MARNE LA VALLEE CHESSY,87.0,126.0,
1892,LE CROISIC-NANTES,20.5,29.0,
1893,LE CROISIC-PARIS MONTPARNASSE 1 ET 2,87.0,126.0,
